Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RD1H2026-553-3","Spadina Rd","Spadina Rd 41 m Southeast of Eglinton Ave W to 60 m Northwest of Chadwick Ave","TORONTO","43.702060","-79.418800","Minor Arterial Road","1","0","Toronto Hydro","1775150569000","1780167607000","1774868400000","1781290800000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Eglinton Ave W","Chadwick Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.418800,43.702060],[-79.418710,43.701970],[-79.418310,43.701590]","Low","None"
"Tor-RD1H2026-553-2","Spadina Rd","Spadina Rd 25 m South of Chadwick Ave to 43 m North of Forest Hill Rd","TORONTO","43.700920","-79.417830","Minor Arterial Road","1","0","Toronto Hydro","1775150569000","1780167607000","1774868400000","1781290800000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Chadwick Ave","Forest Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.417830,43.700920],[-79.417680,43.700560],[-79.417680,43.700560],[-79.417500,43.700130]","Low","None"
"Tor-RD1H2026-553-1","Spadina Rd","Spadina Rd 36 m South of Old Forest Hill Rd to 36 m South of Ava Rd","TORONTO","43.698680","-79.416870","Minor Arterial Road","1","0","Toronto Hydro","1775150569000","1780167607000","1774868400000","1781290800000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Old Forest Hill Rd","Ava Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.416870,43.698680],[-79.416680,43.698210],[-79.416680,43.698210],[-79.416550,43.697900]","Low","None"
"Tor-RD1H2026-553-4","Spadina Rd","Spadina Rd 37 m North of Elderwood Dr to 31 m South of Elderwood Dr","TORONTO","43.697010","-79.416170","Minor Arterial Road","1","0","Toronto Hydro","1775150569000","1780167607000","1774868400000","1781290800000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Elderwood Dr","Elderwood Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.416170,43.697010],[-79.416030,43.696690],[-79.416030,43.696690],[-79.415930,43.696430]","Low","None"
"Tor-RD1H2026-846-1","Edgecroft Rd","Edgecroft Rd 16 m East of Islington Ave to 40 m West of Loma Rd","ETOBICOKE","43.627700","-79.516300","Local Road","1","0","Toronto Hydro","1778070610000","1780167607000","1778497200000","1782846000000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Upgrading Toronto Hydro Poles","No","Islington Ave","Loma Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.516300,43.627700],[-79.512450,43.628550],[-79.512450,43.628550],[-79.510470,43.628970]","Low","None"
"Tor-RD1H2026-200","Castlebar Rd","Castlebar Rd at Chartwell Rd to 33 m West of Royal York Rd","ETOBICOKE","43.630940","-79.513440","Local Road","1","0","Toronto Hydro","1769802052000","1780167607000","1770642000000","1782154800000","Daily","0","","","Toronto Hydro","00000","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Chartwell Rd","Royal York Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","08:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.513440,43.630940],[-79.509960,43.631700],[-79.509960,43.631700],[-79.507320,43.632280],[-79.507320,43.632280],[-79.506890,43.632370],[-79.506890,43.632370],[-79.505680,43.632630]","Low","None"
"Tor-RD1H2026-155-3","Uno Dr","Uno Dr at Ambleside Ave to 12 m South of Castlebar Rd","ETOBICOKE","43.630980","-79.509670","Local Road","1","0","Toronto Hydro","1769186891000","1780167607000","1770037200000","1782154800000","Daily","0","","","Toronto Hydro","00000","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Ambleside Ave","Castlebar Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","08:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.509670,43.630980],[-79.509920,43.631600]","Low","None"
"Tor-RD042026-579","Kipling Ave","Kipling Ave 11 m North of Eglinton Ave W to 26 m South of Dryden Way","ETOBICOKE","43.677280","-79.550930","Major Arterial Road","1","0","Metrolinx","1778179844000","1780167607000","1779800400000","1780686000000","Daily","0","","","Metrolinx","West End Connectors","Metrolinx","Toronto-TMC: Curb lane will be closed for very short duration for util inv. One day weather dependant. Off-Peak only.","No","Eglinton Ave W","Dryden Way","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.550930,43.677280],[-79.551030,43.677490]","High","None"
"Tor-RD1H2026-771-1","Montgomery Rd","Montgomery Rd 59 m Northwest of Loyalist Rd to 94 m Northwest of Loyalist Rd","ETOBICOKE","43.651110","-79.522970","Local Road","1","0","Toronto Hydro","1778531253000","1780167607000","1778504400000","1781204400000","Daily","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Toronto Hydro Contractor Upgrading / Maintaining Infrastructure
Project#P-260004-WD151000 - PAF3 PAF5 Islington MC VC Ph.1
Please feel free to reach out to myself Mitch Millard 647-336-2032 if you have any questions. 
If Crew is working within 30M of a energized traffic light Paid Duty Officer will be requested
Crew will work to minimize lengths of closures. If project is completed ahead of time I will request RoDar to be closed off"															
SCOPE: Trenching, break and tie 								
Continuous Closure 													
Notes: Access and Egress at all times for P/P","No","Loyalist Rd","Loyalist Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.522970,43.651110],[-79.523320,43.651280]","Low","None"
"Tor-RD1H2026-155-2","Ambleside Ave","Ambleside Ave 13 m West of Bentley Dr to Uno Dr","ETOBICOKE","43.631620","-79.506700","Unknown","1","0","Toronto Hydro","1769186891000","1780167607000","1770037200000","1782154800000","Daily","0","","","Toronto Hydro","00000","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Bentley Dr","Uno Dr","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","08:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.506700,43.631620],[-79.506700,43.631620],[-79.506760,43.631610],[-79.509670,43.630980]","Low","None"
"Tor-RD52026-2082-1","The Queensway","The Queensway 11 m West of Burma Dr to 26 m Southwest of S Kingsway Queensway Ramp","ETOBICOKE and TORONTO","43.627940","-79.495310","Major Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1779238691000","1780167607000","1779886800000","1780686000000","Daily","0","","","{"tabledata":[{"Option":"Other"","WSP Canada Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: WSP Canada Inc. (WSP) has been retained by the City of Toronto to undertake a joint geotechnical, environmental, hydrogeological, and pavements borehole / corehole investigation program in support of the design and construction of The Queensway Project. The work taking place will consist of borehole drilling in support of roadway reconstruction.  Boreholes are located along The Queensway between Burma Drive and S Kingsway.","No","Burma Dr","S Kingsway Queensway Ramp","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.495310,43.627940],[-79.495180,43.627970],[-79.495180,43.627970],[-79.494590,43.628100],[-79.494590,43.628100],[-79.494040,43.628230],[-79.494040,43.628230],[-79.492900,43.628470],[-79.492900,43.628470],[-79.492880,43.628470],[-79.492590,43.628540],[-79.492590,43.628540],[-79.491820,43.628710],[-79.491820,43.628710],[-79.491770,43.628720],[-79.490360,43.629050],[-79.490360,43.629050],[-79.486740,43.629840],[-79.486740,43.629840],[-79.485250,43.630150],[-79.485250,43.630150],[-79.484260,43.630380],[-79.484260,43.630380],[-79.483070,43.630640],[-79.483070,43.630640],[-79.481520,43.630970],[-79.481520,43.630970],[-79.479250,43.631680],[-79.477660,43.632180],[-79.477330,43.632290],[-79.477200,43.632330],[-79.477020,43.632380],[-79.476850,43.632460],[-79.476730,43.632530],[-79.476620,43.632600],[-79.476540,43.632670],[-79.476460,43.632730],[-79.476450,43.632750],[-79.476450,43.632750],[-79.476310,43.632880],[-79.476200,43.632990],[-79.475770,43.633400],[-79.475770,43.633400],[-79.475600,43.633450],[-79.475600,43.633450],[-79.475160,43.633870],[-79.475160,43.633870],[-79.474840,43.634170],[-79.474840,43.634170],[-79.474510,43.634490],[-79.474510,43.634490],[-79.474250,43.634750],[-79.474250,43.634750],[-79.473980,43.635020]","High","None"
"Tor-RD1H2026-846-2","Yorkview Dr","Yorkview Dr 15 m East of Islington Ave to 75 m East of Chartwell Rd","ETOBICOKE","43.628580","-79.516650","Local Road","1","0","Toronto Hydro","1778070610000","1780167607000","1778497200000","1782846000000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Upgrading Toronto Hydro Poles","No","Islington Ave","Chartwell Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.516650,43.628580],[-79.512820,43.629430],[-79.512820,43.629430],[-79.511930,43.629620]","Low","None"
"Tor-RD52026-2182","Cork Ave","Cork Ave 55 m East of Corona St to 76 m East of Corona St","NORTH YORK","43.713750","-79.451460","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779769985000","1780167607000","1779800400000","1780426800000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Rabcon Contractors Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Installation of water and sanitary service for 48 Cork Ave","No","Corona St","Corona St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.451460,43.713750],[-79.451210,43.713800]","Low","None"
"Tor-RD1H2026-247","Thirtieth St","Thirtieth St 15 m South of Davick Dr to 44 m South of Davick Dr","ETOBICOKE","43.605030","-79.534060","Local Road","1","0","Toronto Hydro","1770401774000","1780167607000","1770638400000","1780686000000","Daily","0","","","Toronto Hydro","Entera Utility Contractor","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Davick Dr","Davick Dr","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.534060,43.605030],[-79.533950,43.604780]","Low","None"
"Tor-RD1H2026-553-6","Spadina Rd","Spadina Rd 30 m North of Archer Rd to 29 m South of Silverwood Ave","TORONTO","43.696350","-79.415900","Minor Arterial Road","1","0","Toronto Hydro","1775150569000","1780167607000","1774868400000","1781290800000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Archer Rd","Silverwood Ave","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.415900,43.696350],[-79.415790,43.696090],[-79.415790,43.696090],[-79.415730,43.695960],[-79.415730,43.695960],[-79.415630,43.695710]","Low","None"
"Tor-RD1H2026-827-4","Athol Ave","Athol Ave at Islington Ave to 3 m West of Chartwell Rd","ETOBICOKE","43.626780","-79.516110","Local Road","1","0","Toronto Hydro","1777909118000","1780167607000","1778763600000","1785438000000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: upgrading Toronto Hydro poles.  - roll over work","No","Islington Ave","Chartwell Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.516110,43.626780],[-79.515940,43.626860],[-79.515130,43.627040],[-79.515130,43.627040],[-79.514150,43.627260],[-79.514150,43.627260],[-79.513040,43.627520],[-79.513040,43.627520],[-79.511950,43.627750]","Low","None"
"Tor-RD1H2026-827-3","Nordin Ave","Nordin Ave 18 m West of Athol Ave to Athol Ave","ETOBICOKE","43.626730","-79.516330","Local Road","1","0","Toronto Hydro","1777909118000","1780167607000","1778763600000","1785438000000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: upgrading Toronto Hydro poles.  - roll over work","No","Athol Ave","Athol Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.516330,43.626730],[-79.516110,43.626780]","Low","None"
